"Texto","Sarcasmo"
"Un candidato interrumpe una entrevista de trabajo para ir a desayunar","1"
"Una mosca anuncia su intención de aterrizar un minuto sobre una pera, estar ahí dos segundos y luego volver a despegar","1"
"¡Primer paso hacia Eurocanción! Así está siendo la estancia de Yolaida y Pacho en Portugal","1"
"Un miserable macho reprimido riega el jardín de su adosado imaginando que la manguera es su pene y que el agua es semen","1"
"El iPhone pellizcará los testículos cuando se esté quedando sin batería","1"
"Cómo borrar tu cuenta de Facebook para siempre","1"
"El fabricante de Cruzcampo, alarmado al comprobar que la gente se bebe el contenido de sus botellas decorativas","1"
"La Asociación de hombres en cuclillas con los pantalones por los tobillos exige que la luz permanezca más tiempo encendida en los baños","1"
"Una persona ofendida obliga a cancelar una sesión de risoterapia","1"
"Diez padres contemporáneos nos explican cómo se relacionan con sus hijos","1"
"El Real Madrid se acerca un pasito más al gran objetivo de que Cristiano Ronaldo sea Pichichi","1"
"Seis pasos para relacionarte correctamente con tus hijos","1"
"Cómo decorar tu hogar para no ofender a ningún invitado","1"
"Audiencias: La Sexta descubre que M. Rajoy hace referencia a Mujer de Rajoy","1"
"Durex presenta los Condonettes sabor chocolate y con agujero en medio","1"
"Un despertador no entiende por qué se enfadan con él si ha sonado justo a la hora que le habían dicho","1"
"Cero estrena «Fariña, a bailar»","1"
"La Ciudad de la Justicia de Barcelona organiza duelos al amanecer","1"
"Linkedin sugiere felicitar al Papa Francisco por sus cinco años en su actual puesto","1"
"Un humorista pide una hipoteca para poder contar un chiste","1"
"La letra de la canción que Yolaida y Pacho interpretarán en Eurocanción 2018 para representar a España","1"
"Un hombre a punto de morir acuchillado no puede evitar pensar que saldrá en el programa de Ana Rosa","1"
"Historiadores confirman que en 1250 la gente ya decía «Es increíble que pasen estas cosas en pleno siglo XIII»","1"
"Hitos de la vida de Stephen Hawking","1"
"Una madre es antivacunas excepto con su hijo favorito","1"
"Una exultante reina Sofía reaparece quemando sus fotos de boda con el rey Juan Carlos","1"
"Stephen Hawking será enterrado en el universo, como él hubiera querido","1"
"Una investigación encuentra un enlace directo entre los videojuegos violentos y pasárselo realmente bien","1"
"Diez consejos para mantener una relación a distancia","1"
"La mochila de Glovo ya es el complemento de moda más utilizado por los millennials","1"
"Diez motivos por los que debes apostar por la banca ética cuanto antes","1"
"Alejandro Sanz presenta un nuevo disco dedicado a la evasión fiscal","1"
"El Eibar expondrá en su museo la caca que hizo abandonar el campo a Sergio Ramos","1"
"Samsonite crea una maleta con ruedas, asientos y maletero","1"
"Audiencias: TVE esperará a que «Cuéntame cómo pasó» llegue a marzo de 2018 para tratar la huelga feminista de ayer","1"
"Seis rincones donde hacer el amor en tu casa que todavía no has probado","1"
"El bar de Barcelona «La Puñalada a los Guiris» ofrece tapas gratis con la bebida (de 150 euros)","1"
"Los hitos de la lucha feminista","1"
"Mariano Rajoy sobre la huelga feminista: “Ya se les pasará”","1"
"Feminista se sorprende a sí misma al oírse decir “Toma, puta, zorra” al matar a una mosca","1"
"¿Cómo han de comportarse los hombres durante la huelga feminista?","1"
"¿Qué opinan los españoles de la huelga de mujeres?","1"
"Imágenes que iban a herir la sensibilidad, altamente decepcionantes","1"
"El ministro de Fomento, sobre las autopistas: “No me gusta que pongan esas etiquetas”","1"
"Rajoy participará en «Fama, a bailar» con el himno de España cantado por Marta Sánchez","1"
"Facebook, el nuevo Vero: todo lo que necesitas saber sobre esta nueva red social","1"
"Expertos confirman que cada ego requiere un mínimo de cinco redes sociales","1"
"Backface: maquíllate con pelo y anula al fin tu auténtica cara","1"
"Cómo lavar tu ropa de manera inteligente paso a paso","1"
"Un creativo publicitario deja una nota de suicidio que no se entiende","1"
"Cómo crear la sobremesa perfecta","1"
"Los Oscar más feministas de la historia nos obligan a decir que todas son las más guapas y las mejor vestidas aunque no lo pensemos realmente","1"
"Tras sentenciar la Liga Española, el Barça se prepara para ganar la Liga Belga","1"
"Programar bien la web de Renfe ya es el sueño del 90% de los españoles","1"
"Presentan un móvil puntero en ciberseguridad protegido por los hermanos Carmona","1"
"Impresionante: Este jefe de Recursos Humanos tiene quince maneras distintas de preguntar a las candidatas si planean quedarse embarazadas","1"
"Audiencias: Telecinco contraprograma «Fariña» instalando cámaras ocultas en los baños de la cadena","1"
"Estos son los caseros mejor valorados por los usuarios de Idealista","1"
"El Barça presenta una app para insultar al árbitro desde el móvil","1"
"«No me dejaron entrar en el museo de cera porque llevaba bastoncillos»","1"
"¿Qué ocurre en el cerebro cuando besamos la mano del Rey?","1"
"Intenta rebobinar una cinta de lomo para volver a comérsela","1"
"Un ex general nazi se desvincula de la página Cabronazi e insiste en que él nunca robó contenido","1"
"Cómo informarse correctamente sin que te den gato por liebre","1"
"Los ejecutivos del MWC sacrifican a los últimos miserables que aún utilizan 4G y no 5G","1"
"Diez comentarios racistas que tienen que oír cada día los muebles negros de Ikea","1"
"Diez consejos para pronunciar el mejor discurso de la noche de los Oscar desde tu coche","1"
"Retiran un cajero automático que convencía a los clientes para que ingresaran dinero en vez de sacarlo","1"
"Mattel retira de la venta el Ken con la polla fuera tras las quejas de 18.435 asociaciones","1"
"Le prohíben subir a un avión con su avión de apoyo emocional","1"
"Presentan un móvil con una cámara que imita al ojo humano y hay que quitarle las legañas por la mañana","1"
"¿Qué podemos esperar del Mobile World Congress de este año?","1"
"El Espanyol ya se prepara para el tradicional besamanos a los jugadores del Real Madrid","1"
"La justicia española ordena el secuestro de The New York Times por criticar la falta de libertad de expresión en España","1"
"Audiencias: La policía homenajea a Joaquín Reyes por error al verlo caracterizado de Francisco Franco","1"
"Antonio Tejero celebra que el golpe de Estado iniciado en 1981 para restaurar el Franquismo al fin haya concluido","1"
"Consejos para parir en casa","1"
"Sant Antoni Gentrification Experience: asiste en tiempo real a la gentrificación de Barcelona","1"
"Tuiteros preocupados por sus pensiones apoyan desde casa a los ancianos que protestan frente al Congreso","1"
"Diez curiosidades de «Cincuenta sombras liberadas»","1"
"Cinco productos específicos para mujeres que no necesitábamos","1"
"La pirámide alimenticia ya es sólo un trozo de Toblerone gigante","1"
"El tráfico de ejemplares de «Fariña» ya supera al de la fariña en el mercado negro","1"
"Diez palabras que no sabías que rimaban con «Borbón»","1"
"Un político español y Anna Gabriel fingen no verse tras cruzarse por la calle en Suiza","1"
"Logra pasar 500 gramos de cocaína por el control del aeropuerto diciendo que es merchandising de Narcos","1"
"Las hamburgueserías rociarán con kétchup a los clientes para que no estén pendientes de si se manchan al comer","1"
"Una cadena de errores lleva a grabar la frase “FELICES 65 CRACK!!!” en una lápida","1"
"Cómo interpretar los resultados del test de embarazo","1"
"Asciende de «foodie» a «gordi» en menos de dos semanas","1"
"Los «runners» llegan finalmente a Runneria, donde fundan su propia comunidad","1"
"Descubren que el ser humano es incapaz de pitar un penalti en contra del Barça","1"
"Crean una nevera inteligente capaz de deprimirse y encargar quince kilos de helado","1"
"Los Caminantes Blancos arrasan en los Juegos Olímpicos de Invierno","1"
"Audiencias: Expulsan a Chase de «La patrulla canina» por intentar montar a un compañero","1"
"Venden una aspiradora que funciona con la energía que libera un adolescente durmiendo los sábados hasta tarde","1"
"Esto es todo lo que necesitas saber sobre las hipotecas a tipo fijo","1"
"Un conductor de autobús se lleva a casa el cartel de «No hablar con el conductor»","1"
"«Quedé con un ninja del Tinder y me hizo una bomba de humo»","1"
"¿Cómo celebran San Valentín alrededor del mundo?","1"
"Siete consejos para rechazar una cita elegantemente","1"
"Siguen llamándole Javier de Sistemas pese a que hace cuatro años que es Javier de Logística","1"
"Cómo saber si te han disparado y qué hacer al respecto","1"
"Tesla sube un semáforo al espacio para que el coche que subió el otro día tenga algo que hacer","1"
"El PSG pide aplazar el partido de Champions tras ver los tres goles de Cristiano Ronaldo","1"
"El líder de Maná sigue cantando pese a llevar años diciendo que se ha quedado sin aire","1"
"El rinoceronte: el animal con los derechos de imagen más caros de la naturaleza","1"
"Diez trucos para molestar a tu vecino sin necesidad de hacer obras en casa","1"
"Audiencias: Jordi Évole se cuela en la central nuclear de Springfield","1"
"La nieve obliga a cancelar una conferencia sobre el calentamiento global","1"
"Inauguran la primera iglesia hipster de España","1"
"Renfe crea un AVE Barcelona-Barcelona con billetes de bajo coste","1"
"El de Cataluña es elegido el mejor referéndum ilegal de autodeterminación de 2017","1"
"El 90% de los españoles echa de menos a su teléfono cuando lo tiene cargando en otra habitación","1"
"Puigdemont sale de un maletero y descubre que está en el espacio","1"
"Un error administrativo manda a Luis de Guindos a Eurovisión y a Amaia al Banco Central Europeo","1"
"Una bacteria en la pantalla de un smartphone está convencida de que el mundo es esférico","1"
"Netflix abandona España porque todo el mundo ha agotado el mes gratis y nadie quiere pagar","1"
"Los belgas lamentan que Puigdemont aún no haya aprendido el idioma","1"
"Señora del mercado madruga para manosear y apretar toda la fruta de la parada antes de que llegue el primer cliente","1"
"Una granja es avisada de la llegada de Jordi Évole y tira todos sus cerdos por el retrete","1"
"Un cartel pide no meter la cabeza en el acuario para gritar de pura desesperación porque asusta a los peces","1"
"La sal homeopática que el Gobierno ha usado para deshacer la nieve, completamente ineficaz","1"
"España plato a plato","1"
"El sector porcino deja en la cama de Jordi Évole 100 gramos de mortadela para amenazarle","1"
"Se recrudecen los enfrentamientos en Siria tras el gesto de Piqué al público del Espanyol","1"
"Ventajas e inconvenientes de hacerse vegano","1"
"Hospitalizan por un golpe de calor a un señor que se puso el abrigo en un interior para meter prisa a su mujer","1"
"Los actores españoles se preparan para interpretar a un feminista en los Goya","1"
"Audiencias: Ana Rosa destapa la verdadera identidad de Superman","1"
"¿Por qué es importante que tu casa tenga paredes?","1"
"Un hipster espera impaciente a que se muera su abuelo para heredar su ropa","1"
"Crean la primera ruta turística por tiendas de cigarrillos electrónicos abandonadas","1"
"Google ofrecerá resultados más rápido cuando la búsqueda se haga en mayúsculas","1"
"¿A qué edad debes regalarle a tu bebé su primer Toisón de Oro?","1"
"Tras salvar España, Ana Rosa evita ahora en el último segundo que un hombre caiga por un acantilado","1"
"Los familiares del dueño de Ikea se ahorran el coche fúnebre contratando a unos inmigrantes con furgoneta que había en la puerta","1"
"Estos son los mensajes de Puigdemont a Toni Comín que ha revelado el Programa de Ana Rosa","1"
"El «poble català» son seis personas según el CIS","1"
"Cómo estudiar para un examen correctamente","1"
"El francotirador que apunta a los hindúes sigue sin atreverse a apretar el gatillo","1"
"Una App de hamburgueserías revela la ubicación de las bases secretas de la Legión","1"
"Puigdemont espera ser investido pronto porque no aguantará mucho más escondido bajo su escaño en el Parlament","1"
"Diez paradojas lógicas para volver loco a tu hombre en la cama","1"
"Arqueólogos encuentran vestigios del último penalti pitado en contra del Barça","1"
"Los biólogos recomiendan a los argentinos que hablen un poco menos a las plantas","1"
"Cómo ir de rebajas correctamente","1"
"Johnson and Johnson inunda con agua su fábrica de champú para aprovechar el jabón que quedaba al fondo","1"
"Audiencias: «Españoles por el mundo» muestra el día a día de Puigdemont","1"
"Control alerta de un fallo de seguridad en sus preservativos y recomienda instalar un parche","1"
"¡Que no te roben en casa! Estos son los métodos antirrobo que más triunfan en la actualidad","1"
"Ruido de vecinos gimiendo es sustituido por ruido de bebé llorando","1"
"«Fui al centro cívico y acabamos todos a hostias»","1"
"Diez escenas que demuestran que Friends era una serie homófoba, machista y racista","1"
"Esto es lo que decían los dirigentes del PP negando la financiación irregular que ha confirmado Costa","1"
"Las aseguradoras de decesos se comprometen a vengar la muerte de sus clientes","1"
"Debido al cambio climático los adolescentes españoles ya tienen tres amores de verano al año","1"
"Aparecen siete nuevos nombres misteriosos en los papeles de Bárcenas","1"
"Diez cosas que no sabías sobre Breaking Bad","1"
"El gallo de Manel Navarro visita la academia de Operación Triunfo","1"
"Un español le entrega la cabeza del Rey a Puigdemont y le incita a besarla","1"
"Un apagón obliga a La Sirena a reconvertirse de forma urgente en carnicería y pescadería","1"
"Un estudio confirma que los españoles usarían los dispositivos futuristas de Black Mirror para ver ‘Sálvame’","1"
"¿Qué desayunan los niños españoles?","1"
"Inauguran la localidad española de Panda, bautizada en homenaje al coche","1"
"Mujer impaciente luce un collar de ostras","1"
"Repaso a las ficciones que triunfaron en los Premios Feroz","1"
"El microbio: el depredador invisible","1"
"Miles de daneses hacen cola para que Puigdemont les toque y les convierta en catalanes","1"
"El Real Madrid iría primero si se jugaran sólo las primeras partes y el único rival fuese el Deportivo","1"
"Dos de cada tres ladrones a la fuga reconocen vestirse exclusivamente con la ropa tendida","1"
"Un cliente sin compasión deja a la camarera recitar la carta de postres pese a que ya ha decidido que sólo tomará un café","1"
"Rescatan a un señor que llevaba quince años repitiendo tercero de BUP","1"
"Audiencias: Amaia arrasa en la gala de Operación Triunfo con su versión del Cara al sol","1"
"Los siete mejores rincones de tu casa donde esconder a tu amante si eres Juan Carlos I","1"
"Puigdemont renuncia al voto telemático tras tener problemas al instalar un «plugin»","1"
"«Restaurante mexicano Chihuahua: Muy bien ambientado, te disparan nada más entrar»","1"
"El cowboy que cabalgaba hacia el Sol ha llegado ya a Venus","1"
"Facebook sólo mostrará los contenidos a los que Mark Zuckerberg haya dado al «Me Gusta»","1"
"Tesla presenta sus nuevos carritos infantiles sin bebé","1"
"Algunos datos que te harán sentir muy mayor","1"
"Un hombre, confuso al descubrir que un moño masculino es un moño","1"
"Este es el look definitivo que te hará triunfar en el trabajo si eres mujer","1"
"Biomanán empieza a vender cerdos enteros","1"
"En 2022, el 70% de los niños españoles se llamará Bunbury o Melendi","1"
"¿Cómo se constituye el Parlamento catalán?","1"
"Un loro está convencido de que es su dueño el que repite todo lo que él dice","1"
"Dos de cada tres belgas ya llevan el peinado de Carles Puigdemont","1"
"Un mendigo millennial pide criptolimosna","1"
"Chiquetete amenaza con desvelar la identidad de «M. Rajoy»","1"
"Cómo preparar un buen bocadillo","1"
"El Real Madrid se proclama campeón de invierno gracias a la mayoría de puntos silenciosa","1"
"Los españoles que se arruinaron en el Black Friday intentarán suicidarse hoy en el Blue Monday","1"
"Puigdemont insiste en una investidura por Skype y que le permita estar en pantalones de pijama","1"
"Audiencias: Espejo Púbico, el nuevo programa de Antena 3 que muestra vaginas","1"
"Ocho inventos españoles que surgieron por casualidad","1"
"Acusan a Woody Allen de escribir sus películas más «sesudas» para dormir a las adolescentes con ellas","1"
"Seis claves para que tu anuncio en Idealista se haga viral","1"
"Venden unos vaqueros rasgados en los que ya no queda nada de ropa","1"
"«Ferreras moderó la cena de Nochebuena en casa de mi tía Trini»","1"
"Tu reflejo en el espejo cree que tú eres el reflejo en el espejo","1"
"Ahogan a una persona utilizando un cojín con la frase «Don’t worry be happy»","1"
"Confirman que dentro de los cactus hay una planta sensible que sólo quiere agua","1"
"La RAE admite la construcción lingüística «para + participio masculino + coma + el que tengo aquí colgado»","1"
"Consejos para intentar conducir con nieve y consejos para, posteriormente, distraerse en el coche tras quedarse atrapado","1"
"Podemos plantea cambiarse el nombre a ‘Pablo Iglesias Magic Experience’","1"
"Las 10 portadas más emblemáticas de ‘Interviú’","1"
"Hacemos un ranking y puntuamos a las más guapas de los Globos de Oro pero mencionando también el feminismo de la gala","1"
"El Real Madrid intentará fichar puntos en lugar de jugadores en el mercado de invierno","1"
"Una ecografía revela que el niño será escritor porque el embrión tiene una mano debajo de la barbilla","1"
"Cinco cosas que debes dejar preparadas la noche de Reyes","1"
"Seis niños heridos por cornadas en la cabalgata de los Reyes de Pamplona","1"
"El Supremo rechaza dejar en libertad a Junqueras al entender que existe riesgo de que lidere el ala catalana de la Mara Salvatrucha","1"
"Audiencias: Los Reyes Magos visitan esta noche a Bertín Osborne en “Mi casa es la tuya”","1"
"¿Está tu vivienda habilitada para acoger a los Reyes Magos esta noche?","1"
"12 cosas que sólo los nacidos en 1981 y que se llamen Kike García de la Riva y sean los autores de este artículo entenderán","1"
"«La Universidad de la calle no aparece en Linkedin»","1"
"El Señor anuncia que no dará más paciencia a partir de 2024","1"
"Sorprende a tu novio en la cama enseñándole el pene","1"
"Apple ralentiza a sus usuarios para que sus móviles sigan siendo más rápidos que ellos","1"
"Dos testigos de Jehová logran llegar a la Estación Espacial Internacional para llamar al timbre","1"
"Detectan un fallo de seguridad en los procesadores Intel que permite instalar Windows","1"
"Cómo rellenar la carta a los Reyes Magos","1"
"Un padre lleva cinco años con la linterna del móvil activada","1"
"Estos son los buenos propósitos para el próximo año más comunes entre los españoles","1"
"Elon Musk recibe de golpe todas las multas de los coches sin conductor de Tesla","1"
"Los mejores trozos de carne cruda de 2017","1"
"Repasamos las mejores tradiciones de Año Nuevo alrededor del mundo","1"
"Audiencias: Felipe VI reta a John Cobra en su discurso de Navidad de Televisión Española","1"
"Un estudio de Idealista revela qué tiran los españoles por el patio interior","1"
"Los mejores discos de 2017","1"
"Estos son los mensajes que los españoles han decidido enviar al espacio","1"
"Las mejores rocas de 2017","1"
"«El depósito del Vall d’Hebrón, un parking caro pero muy profesional»","1"
"Espectadores de todo el mundo preguntan para cuándo un ‘Doctor who’ que sea un hombre","1"
"Un año más, la cesta de Navidad de Repsol es un bidón de gasolina","1"
"Los mejores ruidos que hemos escuchado en casa por la noche este 2017","1"
"Caracoles: la voracidad desenfrenada","1"
"Las aseguradoras recuerdan que contratar un seguro de vida no evita la muerte","1"
"Un votante de Podemos se hace del PP a los cinco minutos de ganar el Gordo de la lotería","1"
"Las mejores cenas de empresa de España","1"
"Cómo alquilar el Belén de tu salón como vivienda turística","1"
"Un adulto de 39 años desea secretamente el menú infantil del restaurante","1"
"Room Escape Comida Familiar: Imposible salir, sólo para expertos","1"
"El calendario de Windows de 2018 incorporará los juernes","1"
"Inés Arrimadas, madre de catalanes, sobrevuela con su dragón Liberalius las colas de votantes para asegurarse de que todo discurre con total normalidad","1"
"Fallece de muerte natural el único mexicano que nunca había sido tiroteado","1"
"Los funcionarios de Estremera ya han decidido a quién votará Junqueras en las elecciones","1"
"Esta es la lista de famosos internacionales que serían laístas si fuesen españoles","1"
"Una familia logra esquivar el tema catalán durante la comida de Navidad pero cae de lleno en el del feminismo","1"
"¿Quién es Oriol Junqueras, el carnicero de Estremera?","1"
"¿Quién es Miquel Iceta?","1"
"El Rubius empieza a estudiar latín para averiguar qué significa su nombre","1"
"¿Quién es el candidato de la CUP?","1"
"¿Quién es Xavier Domènech?","1"
"¿Quién es Inés  Arrimadas?","1"
"El jefe aclara que esta charla informal de cinco minutos frente a la máquina de «vending» era la cena de empresa","1"
"Tras años maniobrando en la superficie de Marte, la NASA logra aparcar bien al Rover Curiosity","1"
"¿Quién es Carles Puigdemont?","1"
"¿Quién es Xavier Albiol?","1"
"Los locales de Mercadona se inclinarán hacia la izquierda para no tener que torcer las ruedas de los carritos","1"
"Nuestro cocinero sin brazos te explica la receta definitiva para estas navidades: la pierna de cerdo mechada","1"
"El Barça ya supera en palos a la Guardia Civil esta temporada","1"
"La Guardia Civil se lleva 300 goles de Messi a Huesca","1"
"Los buitres empiezan a seguir a los repartidores de comida rápida","1"
"Astrónomos detectan una nueva estrella nacida después de los dolores en la constelación Fistro","1"
"Audiencias: Trancas y Barrancas triunfan con sus consejos sobre hipotecas a plazo fijo","1"
"Algunos datos sobre ‘Star Wars: The Last Jedi’","1"
"Las siete mejores fotografías recién subidas a Idealista","1"
"Estos son los adornos más populares del árbol de Navidad este año","1"
"Arquitecto pide a la estríper que se aparte para poder ver cómo está fijada la barra","1"
"«Las escaleras de El Corte Inglés reproducen la complejidad de los cuadros de Escher»","1"
"Trucos para ganar seguro el Gordo de la Lotería","1"
"Scottex saca un papel higiénico con mensajes de ánimo para los estreñidos","1"
"Consejos para hacer frente a la cena de empresa","1"
"Pequeña miga de pan flotando echa a perder todo un vaso de agua","1"
"¿Cómo explicarle a tu bebé que es calvo?","1"
"El Gobierno empieza a instalar peajes sorpresa por toda España","1"
"Muñeco de nieve habría preferido tener pene y testículos que vista y olfato","1"
"Cafetería moderna con mesas comunales obliga a los clientes a buscar nuevas y creativas maneras de aislarse en sí mismos","1"
"El dinosaurio: el pez de la tierra","1"
"Los jugadores de golf retirados no tienen ni idea de a qué dedicarse","1"
"Jefe envía un email a un cliente y viaja 30 kilómetros para preguntar si lo ha recibido y leído","1"
"Los españoles tienen una media de 25 bastoncillos dentro de cada oído","1"
"Sergio Ramos estará entre cuatro y cinco semanas de baja tras chutar el Balón de Oro","1"
"Trasladan el Pirineo catalán a Aragón con un helicóptero entre protestas","1"
"Oriol Junqueras utiliza su cartel electoral para tapar la entrada al túnel que está excavando","1"
"¿Qué opinan los españoles de los bitcoins?","1"
"Cirujano inseguro copia de la operación de la mesa de al lado","1"
"Once datos que no conocías de Las Meninas","1"
"Audiencias: TVE estrena «Españoles en El Mundo», con crudos testimonios de periodistas que aún sobreviven en la prensa escrita","1"
"La mayor fantasía sexual de dos de cada tres parejas con hijos es dormir una siesta","1"
"Las mejores fotos del mes publicadas en anuncios de Idealista","1"
"Cinco cosas que puedes hacer para sobrellevar el frío y oscuro invierno","1"
"El Prado expondrá Las Meninas de Velázquez tras el éxito del vídeo de Internet","1"
"«Llevé mi coche a la ITV y me cobraron 40 euros por una pegatina»","1"
"Siete cosas que hacemos las chicas en el baño aunque nunca hablemos de ello","1"
"Greenpeace entrega un informe de 300 hojas a cada habitante para concienciar sobre la deforestación","1"
"50 libros para regalar estas navidades","1"
"Nicolás Maduro abandona Venezuela para presentar «Zapeando»","1"
"Las gasolineras dejarán de vender combustible porque la gente sólo acude a comprar cintas de Camela","1"
"El Real Madrid envía a un equipo de ojeadores a buscar los dos puntos que se dejó en Bilbao","1"
"Los conductores españoles se niegan a usar el GPS y siguen sacando la cabeza por la ventanilla para orientarse mirando las estrellas","1"
"La estrella en la que un niño cree que ahora vive su abuelo explotó hace millones de años","1"
"La mascota de la Universidad consigue al fin acabar la carrera","1"
"Ponemos por escrito las instrucciones de seguridad de los aviones para que nunca más tengas que prestar atención","1"
"Realizan sacrificios humanos para invocar al sol en un piso que da a un patio interior sin luz","1"
"Audiencias: Buen estreno en Cuatro de «Esposa de granjero busca abogado»","1"
"«Fui al acuario y encontré varios millones en economía sumergida»","1"
"Sorprenden al dueño de la farmacéutica Pfizer tosiendo encima de la gente en el metro","1"
"Albert Einstein pasó toda su vida con la lengua fuera","1"
"Las personas que se quedaron durmiendo en colchonetas este verano aparecen varadas en la costa gallega","1"
"12 cosas que toda persona con vagina debería saber","1"
"Lo que tú quieras, principal opción de ocio de tu pareja","1"
"La falta de lluvia en España obliga a David Meca a arrastrarse por el asfalto","1"
"El Señor de los Nazgul, harto de tener que dejar a su bestia alada en la puerta porque los restaurantes no permiten su entrada","1"
"Trucos para elaborar una cena romántica","1"
"Louis C.K. vuelve a pedir permiso para masturbarse","1"
"Una tostadora consigue poner en órbita dos trozos de pan","1"
"Un BMW se niega a aparcar donde un SEAT Panda ha pasado la noche","1"
"Futbolista se pregunta en pleno esprint qué coño hace corriendo y sudando si ya es rico","1"
"El uso de la tecnología en el fútbol permitirá que la temporada que viene juegue un equipo de androides","1"
"Grano espera pacientemente a que tengas una cita importante para salir","1"
"Los nutricionistas descubren con horror que el colesterol bueno era el colesterol malo disfrazado","1"
"El Museo del Louvre baja 100 millones el precio de La Gioconda durante el Black Friday","1"
"Audiencias: «Cuéntame cómo pasó» llega a su fin tras alcanzar la época de la sexta gran extinción masiva","1"
"Estas son las 16 ofertas que no puedes perderte este Black Friday","1"
"Comparativa: Comprar en el Black Friday versus Robar en El Corte Inglés","1"
"«El monumento de Colón me metió el dedo en el ojo»","1"
"Julian Assange nos enseña su casa","1"
"Albal presenta un papel de plata con el doble de aluminio para proteger al cerebro de los rayos con los que los extraterrestres intentan controlarnos a todas horas","1"
"Felipe VI lanza un guiño a Tous luciendo un piercing con el emblemático oso de la joyería","1"
"Descubren poemas inéditos de Lorca en la letra pequeña del contrato de una póliza","1"
"10 cosas que necesitas saber para comprar durante el Black Friday","1"
"Empieza a sospechar que es un bebé porque todos le hablan como si fuera tonto","1"
"Recomendaciones básicas para comprar ‘online’ durante el Black Friday","1"
"Descubren que las ovejas cuentan directores de marketing para dormirse","1"
"El quinto beatle era Ringo, afirma McCartney","1"
"Los hámsteres, convencidos de que a la siguiente vuelta a la rueda podrán salir de la jaula","1"
"El presidente del Sabadell vence sistemáticamente a Rafa Nadal jugando a tenis","1"
"El Real Madrid, preocupado por la motivación de sus jugadores tras meses sin que multen a ninguno por conducir a 200 por la autopista","1"
"Franco levanta la cabeza y la vuelve a bajar al ver al Real Madrid a diez puntos del Barça","1"
"El señor que robaba las antenas de los coches inaugura la torre de telecomunicaciones más grande de Europa","1"
"Un calcetín negro se cuela en la lavadora y arruina el uniforme de un miembro del Ku Klux Klan","1"
"Audiencias: Roban a Bertín Osborne mientras entrevistaba a José Luis Moreno en su chalé","1"
"Doce heridos al pasar por la zona de muestra de los espráis de pimienta en El Corte Inglés","1"
"Un okupa al que le ha ido bien busca una casa grande que okupar y en la que formar una familia","1"
"Cómo ligar usando la app de Idealista","1"
"«¿Quién ha puesto la mantita de mi sofá en Tripadvisor? Se me ha llenado de gente»","1"
"Un año más, los filósofos fracasan al intentar que el hashtag «#DieKritikderreinenVernunft» llegue a «trending topic»","1"
"Denuncian a una psicóloga que aconsejaba a todos sus pacientes “centrar la cabeza y votar a Ciudadanos”","1"
"Los jueces desestimarán las denuncias por violación si la víctima ha tenido el ánimo de ir a denunciar y meterse en juicios","1"
"El inglés ya es el idioma menos hablado de España por debajo del chiquitistaní","1"
"Da la vuelta al globo terrestre para convencer a todo el mundo de que la Tierra es plana","1"
"Los anuncios de la Lotería de Navidad que más nos han emocionado","1"
"Belleza natural: número especial sin maquillaje ni Photoshop y con modelos 3D","1"
"Consejos para evitar compras innecesarias en el supermercado","1"
"Un repartidor de Deliveroo sabe que llegará con 12’678 minutos de retraso porque tiene un doctorado en Física","1"
"Nescafé reconoce que ya sólo vende sus productos para poder pagar a los ganadores del sueldo para toda la vida","1"
"Siete lugares con encanto para visitar en el continente formado por basura que hay en el océano","1"
"Los gases de los veganos podrían acabar con todo rastro de vida en treinta años","1"
"Los españoles, entre lágrimas, siguen imitando a Chiquito ocho horas al día tras el fallecimiento del cómico","1"
"Definitivamente, el barista ha dibujado una esvástica en el café adrede","1"
"Un mosquito vuelve a casa de una víctima para pedirle perdón cinco meses después de haberla picado","1"
"Se cae de un avión por no prestar atención a las instrucciones de seguridad","1"
"El fantasma del pasillo lamenta que siempre vayas al baño canturreando para asustarle","1"
"Una mesa teme quedarse sin casa al sentir el nuevo catálogo de Ikea encima de ella","1"
"Firmar un parte amistoso no obliga a quedar a cenar con el otro conductor","1"
"Las madres de todo el país exigen la devolución de los «tuppers» secuestrados","1"
"Audiencias: La 2 vuelve a emitir «Makinavaja» pero cortando las partes en las que sale Pepe Rubianes","1"
"¿Está tu casa preparada para luchar contra el heteropatriarcado?","1"
"¿Quién te está traicionando en el bufete?","1"
"Se arranca un riñón porque el donante era catalán","1"
"Muere un actor tras aguantar siete horas en pausa","1"
"Principales logros de Trump un año después de su elección","1"
"«Fui al museo del chocolate y salí con hambre. No te dejan morder las figuras»","1"
"Pide un postre y el camarero se lo trae con cucharillas para todo el restaurante","1"
"Un equipo de paleontólogos descubre la patera con la que llegaron a España los primeros homínidos","1"
"Un libro de dietas se ve obligado a recordar cada cinco páginas que el papel no es comestible","1"
"Un pez doméstico se pregunta si hay vida más allá de la cisterna del váter","1"
"Manual para salvar vidas: cómo hacer la reanimación cardiopulmonar y la maniobra de Heimlich","1"
"El león: el Felipe VI de la naturaleza","1"
"Los pandas ya se han acabado el bambú y preguntan qué hay de segundo","1"
"Averigua qué tipo de mujer eres según los piropos que te lanzan los obreros desde el andamio","1"
"Una mujer en casa de unos amigos, sale del baño con el sigilo de un ninja y oculta el tampón en el cubo de la basura sin que nadie descubra qué está haciendo","1"
